id,serviceId,serviceName,query,normalizedQuery,clusterId,persona,financingTrigger,lifecycleStage,funnelHeadline,funnelStage,geography,intent,relevanceDisposition,dataStatus,monthlySearches,trendSeasonality,cpc,paidCompetition,difficulty,gscClicks,gscImpressions,gscCtr,gscPosition,answerSocratesObserved,serpValidated,observedAt,leadCaptureScore,authorityBuildScore,confidence,recommendedPageType,targetPath,sourceObservationRefs,evidenceNote
KW-097,garden-laneway-suites,Garden & Laneway Suite Financing,garden suite financing Toronto,garden suite financing toronto,garden-laneway-suites-financing-qualification,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-098,garden-laneway-suites,Garden & Laneway Suite Financing,laneway suite construction loan Toronto,laneway suite construction loan toronto,garden-laneway-suites-financing-qualification,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-099,garden-laneway-suites,Garden & Laneway Suite Financing,garden suite financing shortfall Toronto,garden suite financing shortfall toronto,garden-laneway-suites-immediate-transaction-problem,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-100,garden-laneway-suites,Garden & Laneway Suite Financing,urgent laneway house financing Toronto,urgent laneway house financing toronto,garden-laneway-suites-immediate-transaction-problem,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-101,mli-select,MLI Select Insured Housing,MLI Select,mli select,mli-select-awareness-education,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,observed-historical-third-party,1600,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-17,23,95,medium-for-intent-direction,guide-or-tool,/mli-select,landing-page-inventory|serp-mli-select|prior-open-seo-live-metric,"Historical Canada-level estimate from 2026-07-17; not refreshed."
KW-102,mli-select,MLI Select Insured Housing,MLI Select points system,mli select points system,mli-select-awareness-education,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-103,mli-select,MLI Select Insured Housing,MLI Select requirements,mli select requirements,mli-select-project-feasibility,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-104,mli-select,MLI Select Insured Housing,MLI Select affordability criteria,mli select affordability criteria,mli-select-project-feasibility,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-105,mli-select,MLI Select Insured Housing,MLI Select vs conventional financing,mli select vs conventional financing,mli-select-planning-comparison,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-106,mli-select,MLI Select Insured Housing,MLI Select vs standard rental housing insurance,mli select vs standard rental housing insurance,mli-select-planning-comparison,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-107,mli-select,MLI Select Insured Housing,MLI Select financing,mli select financing,mli-select-financing-qualification,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,observed-historical-third-party,20,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-17,81,51,medium-for-intent-direction,service-money-page,/mli-select,landing-page-inventory|serp-mli-select|prior-open-seo-live-metric,Historical Canada-level estimate from 2026-07-17; not refreshed.
KW-108,mli-select,MLI Select Insured Housing,CMHC MLI Select lender Ontario,cmhc mli select lender ontario,mli-select-financing-qualification,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-109,mli-select,MLI Select Insured Housing,urgent MLI Select financing review,urgent mli select financing review,mli-select-immediate-transaction-problem,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-110,mli-select,MLI Select Insured Housing,MLI Select takeout financing deadline,mli select takeout financing deadline,mli-select-immediate-transaction-problem,Multi-unit rental developer or owner,"insured construction, acquisition, refinance, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/mli-select,landing-page-inventory|serp-mli-select,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-111,rental-acquisition,Existing Rental Property Acquisition Financing,how rental property financing works Ontario,how rental property financing works ontario,rental-acquisition-awareness-education,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-112,rental-acquisition,Existing Rental Property Acquisition Financing,investment property mortgage rules Ontario,investment property mortgage rules ontario,rental-acquisition-awareness-education,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-113,rental-acquisition,Existing Rental Property Acquisition Financing,rental property down payment Ontario,rental property down payment ontario,rental-acquisition-project-feasibility,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-114,rental-acquisition,Existing Rental Property Acquisition Financing,rental income mortgage qualification Ontario,rental income mortgage qualification ontario,rental-acquisition-project-feasibility,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-115,rental-acquisition,Existing Rental Property Acquisition Financing,commercial vs residential rental property mortgage,commercial vs residential rental property mortgage,rental-acquisition-planning-comparison,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-116,rental-acquisition,Existing Rental Property Acquisition Financing,rental property mortgage vs HELOC,rental property mortgage vs heloc,rental-acquisition-planning-comparison,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-117,rental-acquisition,Existing Rental Property Acquisition Financing,rental property financing Ontario,rental property financing ontario,rental-acquisition-financing-qualification,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-118,rental-acquisition,Existing Rental Property Acquisition Financing,investment property mortgage broker Ontario,investment property mortgage broker ontario,rental-acquisition-financing-qualification,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-119,rental-acquisition,Existing Rental Property Acquisition Financing,rental property closing financing Ontario,rental property closing financing ontario,rental-acquisition-immediate-transaction-problem,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-120,rental-acquisition,Existing Rental Property Acquisition Financing,urgent rental acquisition bridge loan,urgent rental acquisition bridge loan,rental-acquisition-immediate-transaction-problem,Landlord or investor acquiring a rental asset,"purchase, portfolio expansion, or bridge-to-term financing",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/rental-property-acquisition-financing,landing-page-inventory|serp-rental-acquisition,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-121,rental-refinancing,Existing Rental Property Refinancing,how to refinance a rental property Ontario,how to refinance a rental property ontario,rental-refinancing-awareness-education,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-122,rental-refinancing,Existing Rental Property Refinancing,cash out refinance rental property Canada,cash out refinance rental property canada,rental-refinancing-awareness-education,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-123,rental-refinancing,Existing Rental Property Refinancing,rental property refinance equity requirements,rental property refinance equity requirements,rental-refinancing-project-feasibility,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-124,rental-refinancing,Existing Rental Property Refinancing,rental income refinance qualification Ontario,rental income refinance qualification ontario,rental-refinancing-project-feasibility,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-125,rental-refinancing,Existing Rental Property Refinancing,rental mortgage renewal vs refinance,rental mortgage renewal vs refinance,rental-refinancing-planning-comparison,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-126,rental-refinancing,Existing Rental Property Refinancing,rental property refinance vs HELOC,rental property refinance vs heloc,rental-refinancing-planning-comparison,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-127,rental-refinancing,Existing Rental Property Refinancing,refinance rental property Ontario,refinance rental property ontario,rental-refinancing-financing-qualification,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-128,rental-refinancing,Existing Rental Property Refinancing,rental portfolio refinance lender Ontario,rental portfolio refinance lender ontario,rental-refinancing-financing-qualification,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-129,rental-refinancing,Existing Rental Property Refinancing,urgent rental property refinance Ontario,urgent rental property refinance ontario,rental-refinancing-immediate-transaction-problem,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-130,rental-refinancing,Existing Rental Property Refinancing,rental mortgage lender replacement Ontario,rental mortgage lender replacement ontario,rental-refinancing-immediate-transaction-problem,Landlord or portfolio owner restructuring existing debt,"renewal, cash-out, portfolio consolidation, or lender replacement",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/rental-property-refinancing,landing-page-inventory|serp-rental-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-131,private-mortgage-investing,Private Mortgage Investing,how private mortgage investing works Ontario,how private mortgage investing works ontario,private-mortgage-investing-awareness-education,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-132,private-mortgage-investing,Private Mortgage Investing,private mortgage investment risks Canada,private mortgage investment risks canada,private-mortgage-investing-awareness-education,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-133,private-mortgage-investing,Private Mortgage Investing,private mortgage investment returns Ontario,private mortgage investment returns ontario,private-mortgage-investing-project-feasibility,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-134,private-mortgage-investing,Private Mortgage Investing,private mortgage due diligence checklist,private mortgage due diligence checklist,private-mortgage-investing-project-feasibility,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-135,private-mortgage-investing,Private Mortgage Investing,direct private mortgage vs MIC,direct private mortgage vs mic,private-mortgage-investing-planning-comparison,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-136,private-mortgage-investing,Private Mortgage Investing,private mortgage fund vs direct lending,private mortgage fund vs direct lending,private-mortgage-investing-planning-comparison,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-137,private-mortgage-investing,Private Mortgage Investing,private mortgage investing Ontario,private mortgage investing ontario,private-mortgage-investing-financing-qualification,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,observed-first-party-low-sample,,Unavailable at query level,Unavailable,Unavailable,Unavailable,0,1,0%,90,no,representative-serp,2026-07-19,82,52,medium-for-intent-direction,service-money-page,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing|gsc-query-2026-07-19,"Observed query: private mortgage investing Ontario-normalized No fresh volume/CPC/KD available; blank means unknown, not zero. GSC sample covers only four reporting days."
KW-138,private-mortgage-investing,Private Mortgage Investing,invest in private mortgages Ontario,invest in private mortgages ontario,private-mortgage-investing-financing-qualification,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,observed-first-party-low-sample,,Unavailable at query level,Unavailable,Unavailable,Unavailable,0,1,0%,53,no,representative-serp,2026-07-19,82,52,medium-for-intent-direction,service-money-page,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing|gsc-query-2026-07-19,"Observed query: invest in private mortgages Ontario-normalized No fresh volume/CPC/KD available; blank means unknown, not zero. GSC sample covers only four reporting days."
KW-139,private-mortgage-investing,Private Mortgage Investing,private mortgage investment opportunities Ontario,private mortgage investment opportunities ontario,private-mortgage-investing-immediate-transaction-problem,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,observed-first-party-low-sample,,Unavailable at query level,Unavailable,Unavailable,Unavailable,0,1,0%,47,no,representative-serp,2026-07-19,98,34,medium-for-intent-direction,urgent-problem-landing-page,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing|gsc-query-2026-07-19,"Observed query: private mortgage investment No fresh volume/CPC/KD available; blank means unknown, not zero. GSC sample covers only four reporting days."
KW-140,private-mortgage-investing,Private Mortgage Investing,private mortgage fund opportunities Canada,private mortgage fund opportunities canada,private-mortgage-investing-immediate-transaction-problem,Qualified investor seeking mortgage-backed yield,"portfolio diversification, direct mortgage, or fund allocation",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,observed-first-party-low-sample,,Unavailable at query level,Unavailable,Unavailable,Unavailable,0,2,0%,84.5,no,representative-serp,2026-07-19,98,34,medium-for-intent-direction,urgent-problem-landing-page,/investing/private-mortgage-lending,landing-page-inventory|serp-private-mortgage-investing|gsc-query-2026-07-19,"Observed query: private mortgage fund No fresh volume/CPC/KD available; blank means unknown, not zero. GSC sample covers only four reporting days."
KW-141,partner-program,Partner / Referral Program,how mortgage referral programs work Ontario,how mortgage referral programs work ontario,partner-program-awareness-education,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-142,partner-program,Partner / Referral Program,who can refer a mortgage client Ontario,who can refer a mortgage client ontario,partner-program-awareness-education,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-143,partner-program,Partner / Referral Program,mortgage referral program requirements Ontario,mortgage referral program requirements ontario,partner-program-project-feasibility,"Realtor, broker, lawyer, accountant, builder, or advisor","client referral, co-brokering, or difficult-file placement",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/partners,landing-page-inventory|serp-partner-program,"No fresh volume/CPC/KD available; blank means unknown, not zero."
